FuturisticPanelGagMouthSetLightBall,,,SourceCharacter configures DestinationCharacter gag to a soft ball.,,
FuturisticPanelGagMouthSetBall,,,SourceCharacter configures DestinationCharacter gag to a mouth-filling ball.,,
FuturisticPanelGagMouthSetPlug,,,SourceCharacter configures DestinationCharacter gag to a long dildo.,,
FuturisticPanelGagMouthSetAutoInflateLightBall,,,DestinationCharacterName gag inflates into a soft ball.,,
FuturisticPanelGagMouthSetAutoInflateBall,,,DestinationCharacterName gag inflates into a mouth-filling ball.,,
FuturisticPanelGagMouthSetAutoInflatePlug,,,DestinationCharacterName gag inflates into a large dildo that forces its way down her throat.,,
FuturisticPanelGagMouthSetAutoDeflatePadded,,,DestinationCharacterName gag deflates into padded mode.,,
FuturisticPanelGagMouthSetAutoDeflateLightBall,,,DestinationCharacterName gag deflates into a soft ball.,,
FuturisticPanelGagMouthSetAutoDeflateBall,,,DestinationCharacterName gag deflates into a mouth-filling ball.,,
FuturisticPanelGagMouthSetAutoPunish0,,,SourceCharacter configures DestinationCharacter gag to not punish her for speaking.,,
FuturisticPanelGagMouthSetAutoPunish1,,,SourceCharacter configures DestinationCharacter gag to punish her for shouting.,,
FuturisticPanelGagMouthSetAutoPunish2,,,SourceCharacter configures DestinationCharacter gag to punish her for saying long sentences.,,
FuturisticPanelGagMouthSetAutoPunish3,,,SourceCharacter configures DestinationCharacter gag to punish her for speaking.,,
FuturisticPanelGagMouthSetAutoPunishTime120000,,,SourceCharacter configures DestinationCharacter gag to deflate 2 minutes after triggering.,,
FuturisticPanelGagMouthSetAutoPunishTime300000,,,SourceCharacter configures DestinationCharacter gag to deflate 5 minutes after triggering.,,
FuturisticPanelGagMouthSetAutoPunishTime900000,,,SourceCharacter configures DestinationCharacter gag to deflate 15 minutes after triggering.,,
FuturisticPanelGagMouthSetAutoPunishTime3600000,,,SourceCharacter configures DestinationCharacter gag to deflate 1 hour after triggering.,,
FuturisticPanelGagMouthSetAutoPunishTime72000000,,,SourceCharacter configures DestinationCharacter gag to deflate 20 hours after triggering.,,
DildoPlugGagMouthSetPlug,,,SourceCharacter plugs up DestinationCharacter mouth with the dildo plug.,,
DildoPlugGagMouthSetOpen,,,SourceCharacter pulls out DestinationCharacter dildo plug from her gag.,,
BallGagMouthSetNormal,,,SourceCharacter loosens the gag on DestinationCharacter mouth.,,
BallGagMouthSetShiny,,,SourceCharacter polishes the gag on DestinationCharacter mouth.,,
BallGagMouthSetTight,,,SourceCharacter tightens the gag on DestinationCharacter mouth.,,
FuturisticChastityBeltPunishOrgasm,,,Punish wearer for orgasm,,
FuturisticChastityBeltPunishStruggle,,,Punish user for tampering with this item,,
FuturisticChastityBeltPunishStruggleOther,,,Punish user for struggling with other items,,
FuturisticChastityBeltPunishChatMessage,,,Show chat message for shocks,,
FuturisticChastityBeltSetPunishOrgasmOn,,,SourceCharacter configures DestinationCharacter belt to punish orgasms.,,
FuturisticChastityBeltSetPunishStruggleOn,,,SourceCharacter configures DestinationCharacter belt to punish tampering with the belt.,,
FuturisticChastityBeltSetPunishStruggleOtherOn,,,SourceCharacter configures DestinationCharacter belt to punish struggling.,,
FuturisticChastityBeltSetPunishOrgasmOff,,,SourceCharacter configures DestinationCharacter belt to allow orgasms.,,
FuturisticChastityBeltSetPunishStruggleOff,,,SourceCharacter disables the tamper protection on DestinationCharacter belt.,,
FuturisticChastityBeltSetPunishStruggleOtherOff,,,SourceCharacter configures DestinationCharacter belt to allow struggling.,,
FuturisticChastityBeltOpenBack,,,Open Back,,
FuturisticChastityBeltOpenFront,,,Open Front,,
FuturisticChastityBeltClosedBack,,,Closed,,
FuturisticChastityBeltSetOpenBack,,,SourceCharacter opens the back of DestinationCharacter belt.,,
FuturisticChastityBeltSetOpenFront,,,SourceCharacter opens the front of DestinationCharacter belt.,,
FuturisticChastityBeltSetClosedBack,,,SourceCharacter engages both locks on DestinationCharacter belt.,,
FuturisticChastityBeltTime,,,Time until recharged:,,
FuturisticChastityBeltTimeReady,,,Punishment Charged,,
FuturisticChastityBeltShockOrgasm,,,DestinationCharacterName belt detects an orgasm and shocks her!,,
FuturisticChastityBeltShockStruggle,,,DestinationCharacterName belt detects tampering and shocks her!,,
FuturisticChastityBeltShockStruggleOther,,,DestinationCharacterName belt detects her struggling and delivers an intense shock!,,
FuturisticCollarTriggerLockdown,,,DestinationCharacterName bindings tighten around her body with a hiss as they lock themselves automatically.,,
FuturisticCollarTriggerUnlock,,,DestinationCharacterName bindings release her with a hiss.,,
FuturisticCollarTriggerColor,,,DestinationCharacterName bindings reboot with different colors.,,
FuturisticCollarOpenPermission,,,Allow all players to modify futuristic items,,
FuturisticCollarSetOpenPermissionOn,,,DestinationCharacterName bindings can now be altered by anyone.,,
FuturisticCollarSetOpenPermissionOff,,,DestinationCharacterName bindings now can't be changed while locked.,,
FuturisticCollarBlockRemotes,,,Block remotes on the wearer,,
FuturisticCollarSetBlockRemotesOn,,,DestinationCharacterName vibrator remotes are now locked.,,
FuturisticCollarSetBlockRemotesOff,,,DestinationCharacterName vibrator remotes are now unlocked.,,
FuturisticCollarOptionsLockout,,,Collar settings are locked,,
FuturisticCollarOptions,,,Current Status:,,
FuturisticCollarOptionsNoLocks,,,Unlocked,,
FuturisticCollarOptionsPartialLocks,,,Partially Locked,,
FuturisticCollarOptionsFullyLocked,,,Fully Locked,,
FuturisticCollarOptionsNoItems,,,No Futuristic Items Worn,,
FuturisticCollarLockMetal,,,Lock Metal,,
FuturisticCollarLockIntricate,,,Lock Intricate,,
FuturisticCollarLockHighSec,,,Lock HighSec,,
FuturisticCollarLockExclusive,,,Lock Exclusive,,
FuturisticCollarLockTimer,,,Lock 5 Minutes,,
FuturisticCollarLockMistress,,,Lock Mistress,,
FuturisticCollarLockLover,,,Lock Lovers,,
FuturisticCollarLockOwner,,,Lock Owner,,
FuturisticCollarUnlock,,,Unlock,,
FuturisticCollarColor,,,Copy Colors To Items,,
FuturisticHeelsType,,,Select heel mode,,
FuturisticHeelsTypeShoes,,,Heels Retracted,,
FuturisticHeelsTypeHeel,,,Heels Extended,,
FuturisticHeelsSetShoes,,,SourceCharacter retracts the heels on DestinationCharacter shoes.,,
FuturisticHeelsSetHeel,,,SourceCharacter extends the heels on DestinationCharacter shoes.,,
FuturisticHeels2Type,,,Select finish,,
FuturisticHeels2TypeShiny,,,Shiny,,
FuturisticHeels2TypeMatte,,,Matte,,
FuturisticHeels2SetShiny,,,SourceCharacter polishes DestinationCharacter shoes.,,
FuturisticHeels2SetMatte,,,SourceCharacter removes the polish on DestinationCharacter shoes.,,
ShoesFuturisticHeels2Select,,,Select finish,,
ShoesFuturisticHeels2Shiny,,,Shiny,,
ShoesFuturisticHeels2Matte,,,Matte,,
FuturisticBra2Type,,,Select display mode,,
FuturisticBra2TypeDisplay,,,Display,,
FuturisticBra2TypeNoDisplay,,,No Display,,
FuturisticBra2SetDisplay,,,SourceCharacter shows the display on DestinationCharacter bra.,,
FuturisticBra2SetNoDisplay,,,SourceCharacter hides the display on DestinationCharacter bra.,,
FuturisticBra2TypeDisplayMatte,,,Display (Matte),,
FuturisticBra2TypeNoDisplayMatte,,,No Display (Matte),,
FuturisticBra2SetDisplayMatte,,,SourceCharacter shows the display on DestinationCharacter bra.,,
FuturisticBra2SetNoDisplayMatte,,,SourceCharacter hides the display on DestinationCharacter bra.,,
FuturisticBraPlayerDesc,,,Diagnostics for wearer,,
FuturisticBraPlayerTemp,,,Current Body Temp:,,
FuturisticBraPlayerTempC,,,°C,,
FuturisticBraPlayerBreathing,,,Current Breathing:,,
FuturisticBraPlayerBreathingLow,,,Steady,,
FuturisticBraPlayerBreathingMed,,,Shaky,,
FuturisticBraPlayerBreathingHigh,,,Excited,,
FuturisticBraPlayerBreathingAction,,,Heavy,,
FuturisticBraPlayerHeartRate,,,Current Heart Rate:,,
FuturisticBraPlayerSubmissiveness,,,Current Training Level:,,
FuturisticBraPlayerTracking,,,Tracking Signal: Good,,
FuturisticBraPlayerSolid,,,Cover Display,,
FuturisticBraPlayerShow,,,Show Display,,
InventoryItemBreastFuturisticBraSetSolid,,,SourceCharacter covers the display on DestinationCharacter bra.,,
InventoryItemBreastFuturisticBraSetShow,,,SourceCharacter opens up the display on DestinationCharacter bra.,,
FuturisticBraPlayerHeartRateBPM,,,BPM,,
CupholderGagOptions,,,Cup interactions,,
CupholderGagOptionsTip,,,Tip over,,
CupholderGagOptionsNoCup,,,Remove,,
CupholderGagOptionsCup,,,Place,,
CupholderGagSetNoCup,,,SourceCharacter removes the cup from DestinationCharacter cup holder gag.,,
CupholderGagSetTip,,,SourceCharacter tips over the cup on DestinationCharacter cup holder gag.,,
CupholderGagSetCup,,,SourceCharacter places a cup on DestinationCharacter cup holder gag.,,
SelectBlindType,,,Select the type of blindfold,,
DuctTapeHeadTypeDouble,,,Double,,
DuctTapeHeadTypeWrap,,,Wrap,,
DuctTapeHeadSetDouble,,,SourceCharacter takes a piece of duct tape for TargetCharacter and places it on her face.,,
DuctTapeHeadSetWrap,,,SourceCharacter wraps some duct tape onto DestinationCharacter face.,,
DuctTapeHeadTypeMummy,,,Mummy,,
DuctTapeHeadSetMummy,,,SourceCharacter wraps DestinationCharacter head in tape with multiple layers. ,,
InventoryItemDevicesLockerOpacity,,,Change Opacity,,
InventoryItemDevicesLockerType,,,Select Locker type,,
InventoryItemDevicesLockerTypeVents,,,Vents,,
InventoryItemDevicesLockerTypeVentless,,,Ventless,,
InventoryItemDevicesLockerChange,,,SourceCharacter changes the vents on DestinationCharacter locker.,,
SelectVacbedState,,,Select vacbed type.,,
VacbedStateNormal,,,Hair
VacbedStateNohair,,,No Hair
DevicesVacbedSetNormal,,,SourceCharacter reveals DestinationCharacter hair from the vacbed.,,
DevicesVacbedSetNohair,,,SourceCharacter tucks DestinationCharacter hair into the vacbed.,,
VacBedDeluxeTypeLabel,,,Pose,,
VacBedDeluxeOpacityLabel,,,Opacity,,
VacBedDeluxeChangeType,,,SourceCharacter changes DestinationCharacter pose in her Vacuum Bed Deluxe.,,
SelectRopeBondage,,,Select the rope bondage,,
RopeBondageBasic,,,Basic Tie,,
RopeBondageMermaid,,,Mermaid Tie,,
RopeBondageFullBinding,,,Full Binding Tie,,
RopeBondageLink,,,Link Tie,,
RopeBondageFrogtie,,,Frogtie Tie,,
RopeBondageCrossed,,,Crossed Tie,,
RopeBondageBoxTie,,,Box Tie,,
RopeBondageTightBoxtie,,,Tight Box Tie,,
RopeBondageHogtied,,,Hogtie,,
RopeBondageSwissSeat,,,Swiss Seat,,
RopeBondageKikkouHip,,,Kikkou Hip,,
ItemArmsTightJacketSelect,,,Select straitjacket prep,,
ItemArmsTightJacketBasic,,,Basic,,
ItemArmsTightJacketPulledStraps,,,Pulled Out Straps,,
ItemArmsTightJacketLiningStraps,,,Lining Straps,,
ItemArmsTightJacketExtraPadding,,,Extra Padding,,
ItemArmsTightJacketPulledLining,,,Pulled Straps & Lining,,
ItemArmsTightJacketPulledPadding,,,Pulled Straps & Padding,,
ItemArmsTightJacketPaddedLining,,,Padding & Lining,,
ItemArmsTightJacketFullJacket,,,Full Jacket,,
ItemArmsTightJacketSetBasic,,,SourceCharacter removes all addons from DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetPulledStraps,,,SourceCharacter pulls out the straps on DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetLiningStraps,,,SourceCharacter adds lining straps to DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetExtraPadding,,,SourceCharacter adds extra padding to DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetPulledLining,,,SourceCharacter pulls out the straps and adds lining straps to DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetPulledPadding,,,SourceCharacter pulls out the straps and adds extra padding to DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetPaddedLining,,,SourceCharacter adds extra padding and lining straps to DestinationCharacter tightjacket.,,
ItemArmsTightJacketSetFullJacket,,,SourceCharacter adds all addons to DestinationCharacter tightjacket.,,
SelectZipTie,,,Select Ziptie Bondage,,
ItemArmsZiptiesZipLight,,,Light Binding,,
ItemArmsZiptiesZipMedium,,,Medium Binding,,
ItemArmsZiptiesZipFull,,,Full Binding,,
ItemArmsZiptiesZipElbowWrist,,,Elbow Wrist Binding,,
ItemArmsZiptiesZipWristLight,,,Light Wrist Binding,,
ItemArmsZiptiesZipWristMedium,,,Medium Wrist Binding,,
ItemArmsZiptiesZipWristFull,,,Full Wrist Binding,,
ItemArmsZiptiesZipWrist,,,Wrist Binding,,
ItemArmsZiptiesZipKneelingHogtie,,,Kneeling Hogtie,,
ItemArmsZiptiesZipHogtie,,,Hogtie,,
ItemArmsZiptiesZipAllFours,,,All Fours,,
ZipBondageZipLegLight,,,Light Binding,,
ZipBondageZipLegMedium,,,Medium Binding,,
ZipBondageZipLegFull,,,Full Binding,,
ZipBondageZipFrogtie,,,Frogtie,,
ZipBondageZipFeetLight,,,Light Binding,,
ZipBondageZipFeetMedium,,,Medium Binding,,
ZipBondageZipFeetFull,,,Full Binding,,
ItemArmsZiptiesSetZipLight,,,SourceCharacter uses the zipties on TargetCharacter to lightly bind her elbows and wrists.,,
ItemArmsZiptiesSetZipMedium,,,SourceCharacter uses the zipties on TargetCharacter to half bind her elbows and wrists.,,
ItemArmsZiptiesSetZipFull,,,SourceCharacter uses the zipties on TargetCharacter to fully bind her elbows and wrists.,,
ItemArmsZiptiesSetZipElbowWrist,,,SourceCharacter uses the zipties on TargetCharacter to bind her elbows and wrists.,,
ItemArmsZiptiesSetZipWristLight,,,SourceCharacter uses the zipties on TargetCharacter to lightly bind her wrists.,,
ItemArmsZiptiesSetZipWristMedium,,,SourceCharacter uses the zipties on TargetCharacter to half bind her wrists.,,
ItemArmsZiptiesSetZipWristFull,,,SourceCharacter uses the zipties on TargetCharacter to fully bind her wrists.,,
ItemArmsZiptiesSetZipWrist,,,SourceCharacter uses the zipties on TargetCharacter to bind her wrists behind her back.,,
ItemArmsZiptiesSetZipHogtie,,,SourceCharacter uses the zipties on TargetCharacter to hogtie her.,,
ItemArmsZiptiesSetZipKneelingHogtie,,,SourceCharacter uses the zipties on TargetCharacter to hogtie her on her knees.,,
ItemArmsZiptiesSetZipAllFours,,,SourceCharacter uses the zipties on TargetCharacter bind her on all fours.,,
ZipLegsSetZipLegLight,,,SourceCharacter uses the zipties on TargetCharacter to lighty bind her legs.,,
ZipLegsSetZipLegMedium,,,SourceCharacter uses the zipties on TargetCharacter to half bind her legs.,,
ZipLegsSetZipLegFull,,,SourceCharacter uses the zipties on TargetCharacter to fully bind her legs.,,
ZipLegsSetZipFrogtie,,,SourceCharacter uses the zipties on TargetCharacter to frogtie her.,,
ZipFeetSetZipFeetLight,,,SourceCharacter uses the zipties on TargetCharacter to lightly bind her feet.,,
ZipFeetSetZipFeetMedium,,,SourceCharacter uses the zipties on TargetCharacter to half bind her feet.,,
ZipFeetSetZipFeetFull,,,SourceCharacter uses the zipties on TargetCharacter to fully bind her feet.,,
ToeTapePoseToes,,,Toes,,
ToeTapePoseFull,,,Full,,
ToeTapeSetToes,,,SourceCharacter uses the tape on TargetCharacter to tie her toes together with tape.,,
ToeTapeSetFull,,,SourceCharacter uses the tape on TargetCharacter to fully wrap her feet with tape.,,
RopeBondageSuspension,,,Suspension Tie,,
RopeBondageSuspensionHogtied,,,Suspension Hogtie,,
RopeBondageWristElbowTie,,,Wrist and Elbow Tie,,
RopeBondageWristTie,,,Wrist Tie,,
RopeBondageRopeCuffs,,,Rope Cuffs,,
RopeBondageCrossedBoxtie,,,Crossed Boxtie,,
RopeBondageWristElbowHarnessTie,,,Wrist & Elbow Harness Tie,,
RopeBondageAllFours,,,All Fours,,
RopeBondageSimpleHogtie,,,Simple Hogtie,,
RopeBondageKneelingHogtie,,,Kneeling Hogtie,,
RopeBondageCrotch,,,Crotch Rope,,
RopeBondageOverPanties,,,Over Panties,,
RopeBondageHarness,,,Body Harness,,
RopeBondageStar,,,Star Harness Tie,,
RopeBondageWaist,,,Waist Rope,,
RopeBondageDiamond,,,Diamond Tie,,
RopeBondageBedSpreadEagle,,,Bed Spread-Eagle,,
NoRequirement,,,No Requirement,,
RequireBondageLevel,,,Need Bondage ReqLevel,,
RopeHarnessSetCrotch,,,SourceCharacter uses the rope on TargetCharacter to do a crotch rope tie.,,
RopeHarnessSetHarness,,,SourceCharacter uses the rope on TargetCharacter to do a body harness.,,
RopeHarnessSetStar,,,SourceCharacter uses the rope on TargetCharacter to tie a star harness.,,
RopeHarnessSetWaist,,,SourceCharacter uses the rope on TargetCharacter to tie a waist rope on her.,,
RopeHarnessSetDiamond,,,SourceCharacter uses the rope on TargetCharacter to do a diamond style harness.,,
LegRopeSetBasic,,,SourceCharacter uses the rope on TargetCharacter to do a basic tie.,,
LegRopeSetMermaid,,,SourceCharacter uses the rope on TargetCharacter to do a mermaid tie.,,
LegRopeSetFullBinding,,,SourceCharacter uses the rope on TargetCharacter to do a full binding tie.,,
LegRopeSetFrogtie,,,SourceCharacter uses the rope on TargetCharacter to do a frogtie tie.,,
LegRopeSetSuspension,,,SourceCharacter uses the rope on TargetCharacter to do a suspension tie.,,
LegRopeSetLink,,,SourceCharacter uses the rope on TargetCharacter to do a full binding with links tie in.,,
LegRopeSetDiamond,,,SourceCharacter uses the rope on TargetCharacter to do a diamond style tie.,,
LegRopeSetCrossed,,,SourceCharacter uses the rope on TargetCharacter to do a crossed style binding tie.,,
LegRopeSetBedSpreadEagle,,,SourceCharacter uses the rope on TargetCharacter to tie her legs to the bedposts.,,
ArmsRopeSetBoxTie,,,SourceCharacter uses the rope on TargetCharacter to do a box tie.,,
ArmsRopeSetTightBoxtie,,,SourceCharacter uses the rope on TargetCharacter to do a tight boxtie.,,
ArmsRopeSetCrossedBoxtie,,,SourceCharacter uses the rope on TargetCharacter to do a crossed boxtie.,,
ArmsRopeSetHogtied,,,SourceCharacter uses the rope on TargetCharacter to do a hogtie.,,
ArmsRopeSetSuspensionHogtied,,,SourceCharacter uses the rope on TargetCharacter to do a suspension hogtie.,,
ArmsRopeSetSimpleHogtie,,,SourceCharacter uses the rope on TargetCharacter to do a simple hogtie.,,
ArmsRopeSetWristElbowTie,,,SourceCharacter uses the rope on TargetCharacter to tie her wrists and elbows together behind her back.,,
ArmsRopeSetWristTie,,,SourceCharacter uses the rope on TargetCharacter to tie her wrists together behind her back.,,
ArmsRopeSetRopeCuffs,,,SourceCharacter uses the rope on TargetCharacter to tie rope cuffs on her wrists,,
ArmsRopeSetWristElbowHarnessTie,,,SourceCharacter uses the rope on TargetCharacter to tie her wrists and elbows in a harness behind her back.,,
ArmsRopeSetAllFours,,,SourceCharacter uses the rope on TargetCharacter to have her crawling on all fours.,,
ArmsRopeSetKneelingHogtie,,,SourceCharacter uses the rope on TargetCharacter to hogtie her on her knees.,,
ArmsRopeSetBedSpreadEagle,,,SourceCharacter uses the rope on TargetCharacter to tie her arms to the bedposts.,,
SelectCeilingRopeState,,,Select Rope Bondage.,,
CeilingRopeBondageLowered,,,Lowered,,
CeilingRopeBondageSuspended,,,Suspended,,
CeilingRopeSetSuspended,,,SourceCharacter uses the rope on TargetCharacter to suspend her.,,
CeilingRopeSetLowered,,,SourceCharacter uses the rope on TargetCharacter to lower her.,,
SelectCeilingChainState,,,Select Chain Bondage.,,
CeilingChainBondageLowered,,,Lowered,,
CeilingChainBondageSuspended,,,Suspended,,
CeilingChainSetSuspended,,,SourceCharacter uses the chain on TargetCharacter to suspend her.,,
CeilingChainSetLowered,,,SourceCharacter uses the chain on TargetCharacter to lower her.,,
SelectInflationLevel,,,How much do you want to inflate the strait leotard?,,
InflationAmountLight,,,Light,,
InflationAmountInflated,,,Inflated,,
InflationAmountBloated,,,Bloated,,
InflationAmountMax,,,Max,,
InflationAmountSetNone,,,SourceCharacter adjusts DestinationCharacter inflatable strait leotard to be only lightly filled.,,
InflationAmountSetInflated,,,SourceCharacter adjusts DestinationCharacter inflatable strait leotard to be half filled.,,
InflationAmountSetBloated,,,SourceCharacter adjusts DestinationCharacter inflatable strait leotard to three quarters filled.,,
InflationAmountSetMax,,,SourceCharacter adjusts DestinationCharacter inflatable strait leotard to fill the maximum amount.,,
PelvisRopeSetCrotch,,,SourceCharacter uses the rope on TargetCharacter to do a crotch rope tie.,,
PelvisRopeSetOverPanties,,,SourceCharacter uses the rope on TargetCharacter to do a crotch rope tie over her panties.,,
PelvisRopeSetSwissSeat,,,SourceCharacter uses the rope on TargetCharacter to do a swiss seat style rope tie.,,
PelvisRopeSetKikkouHip,,,SourceCharacter uses the rope on TargetCharacter to do a kikkou hip style rope tie.,,
Intensity-1,,,Item intensity: Disabled,,
Intensity0,,,Item intensity: Low,,
Intensity1,,,Item intensity: Medium,,
Intensity2,,,Item intensity: High,,
Intensity3,,,Item intensity: Maximum,,
Sensitivity-1,,,Item sensitivity: Disabled,,
Sensitivity0,,,Item sensitivity: Low,,
Sensitivity1,,,Item sensitivity: Medium,,
Sensitivity2,,,Item sensitivity: High,,
Sensitivity3,,,Item sensitivity: Maximum,,
EggIntensity-1,,,Egg item intensity: Disabled,,
EggIntensity0,,,Egg item intensity: Low,,
EggIntensity1,,,Egg item intensity: Medium,,
EggIntensity2,,,Egg item intensity: High,,
EggIntensity3,,,Egg item intensity: Maximum,,
DildoIntensity-1,,,Dildo item intensity: Disabled,,
DildoIntensity0,,,Dildo item intensity: Low,,
DildoIntensity1,,,Dildo item intensity: Medium,,
DildoIntensity2,,,Dildo item intensity: High,,
DildoIntensity3,,,Dildo item intensity: Maximum,,
Increase,,,Increase,,
Decrease,,,Decrease,,
ShockCollarShowChat,,,Show chat message,,
ShockCollarSet0,,,SourceCharacter sets DestinationCharacter AssetName to low intensity.,,
ShockCollarSet1,,,SourceCharacter sets DestinationCharacter AssetName to moderate intensity.,,
ShockCollarSet2,,,SourceCharacter sets DestinationCharacter AssetName to high intensity.,,
ShockCollarSetSensitivity0,,,SourceCharacter sets DestinationCharacter AssetName to manual mode.,,
ShockCollarSetSensitivity1,,,SourceCharacter sets DestinationCharacter AssetName to low sensitivity.,,
ShockCollarSetSensitivity2,,,SourceCharacter sets DestinationCharacter AssetName to medium sensitivity.,,
ShockCollarSetSensitivity3,,,SourceCharacter sets DestinationCharacter AssetName to maximum sensitivity.,,
TriggerShock0,,,DestinationCharacterName AssetName gives her a light shock.,,
TriggerShock1,,,DestinationCharacterName AssetName lets out a sharp jolt!,,
TriggerShock2,,,DestinationCharacterName AssetName delivers an intense shock!,,
ShockCollarTrigger0,,,DestinationCharacterName collar gives her a light shock.,,
ShockCollarTrigger1,,,DestinationCharacterName collar lets out a sharp jolt!,,
ShockCollarTrigger2,,,DestinationCharacterName collar delivers an intense shock!,,
CollarShockUnitTrigger0,,,DestinationCharacterName collar gives her a light shock.,,
CollarShockUnitTrigger1,,,DestinationCharacterName collar lets out a sharp jolt!,,
CollarShockUnitTrigger2,,,DestinationCharacterName collar delivers an intense shock!,,
CollarAutoShockUnitTrigger0,,,DestinationCharacterName collar gives her a light shock.,,
CollarAutoShockUnitTrigger1,,,DestinationCharacterName collar lets out a sharp jolt!,,
CollarAutoShockUnitTrigger2,,,DestinationCharacterName collar delivers an intense shock!,,
EggDecreaseTo-1,,,DestinationCharacterName vibrating egg stops vibrating.,,
EggDecreaseTo0,,,DestinationCharacterName vibrating egg slows down into a light tease.,,
EggDecreaseTo1,,,DestinationCharacterName vibrating egg returns to a moderate pace.,,
EggDecreaseTo2,,,DestinationCharacterName vibrating egg slows down a tiny bit.,,
EggIncreaseTo0,,,DestinationCharacterName vibrating egg starts teasing her lightly.,,
EggIncreaseTo1,,,DestinationCharacterName vibrating egg builds up to a moderate pace.,,
EggIncreaseTo2,,,DestinationCharacterName vibrating egg starts buzzing strongly!,,
EggIncreaseTo3,,,DestinationCharacterName vibrating egg jumps up to maximum intensity!,,
SybianDecreaseTo-1,,,DestinationCharacterName sybian stops vibrating.,,
SybianDecreaseTo0,,,DestinationCharacterName sybian slows down into a light tease.,,
SybianDecreaseTo1,,,DestinationCharacterName sybian returns to a moderate pace.,,
SybianDecreaseTo2,,,DestinationCharacterName sybian slows down a tiny bit.,,
SybianIncreaseTo0,,,DestinationCharacterName sybian starts teasing her lightly.,,
SybianIncreaseTo1,,,DestinationCharacterName sybian builds up to a moderate pace.,,
SybianIncreaseTo2,,,DestinationCharacterName sybian starts buzzing strongly!,,
SybianIncreaseTo3,,,DestinationCharacterName sybian jumps up to maximum intensity!,,
DildoDecreaseTo-1,,,DestinationCharacterName vibrating dildo stops vibrating.,,
DildoDecreaseTo0,,,DestinationCharacterName vibrating dildo slows down into a light tease.,,
DildoDecreaseTo1,,,DestinationCharacterName vibrating dildo returns to a moderate pace.,,
DildoDecreaseTo2,,,DestinationCharacterName vibrating dildo slows down a tiny bit.,,
DildoIncreaseTo0,,,DestinationCharacterName vibrating dildo starts teasing her lightly.,,
DildoIncreaseTo1,,,DestinationCharacterName vibrating dildo builds up to a moderate pace.,,
DildoIncreaseTo2,,,DestinationCharacterName vibrating dildo starts buzzing strongly!,,
DildoIncreaseTo3,,,DestinationCharacterName vibrating dildo jumps up to maximum intensity!,,
ClitStimulatorDecreaseTo-1,,,DestinationCharacterName clitoral stimulator stops vibrating.,,
ClitStimulatorDecreaseTo0,,,DestinationCharacterName clitoral stimulator slows down into a light tease.,,
ClitStimulatorDecreaseTo1,,,DestinationCharacterName clitoral stimulator returns to a moderate pace.,,
ClitStimulatorDecreaseTo2,,,DestinationCharacterName clitoral stimulator slows down a tiny bit.,,
ClitStimulatorIncreaseTo0,,,DestinationCharacterName clitoral stimulator starts teasing her lightly.,,
ClitStimulatorIncreaseTo1,,,DestinationCharacterName clitoral stimulator builds up to a moderate pace.,,
ClitStimulatorIncreaseTo2,,,DestinationCharacterName clitoral stimulator starts buzzing strongly!,,
ClitStimulatorIncreaseTo3,,,DestinationCharacterName clitoral stimulator jumps up to maximum intensity!,,
InflVibeDildo_VibeDecreaseTo-1,,,DestinationCharacterName inflatable vibrating dildo stops vibrating.,,
InflVibeDildo_VibeDecreaseTo0,,,DestinationCharacterName inflatable vibrating dildo slows down into a light tease.,,
InflVibeDildo_VibeDecreaseTo1,,,DestinationCharacterName inflatable vibrating dildo returns to a moderate pace.,,
InflVibeDildo_VibeDecreaseTo2,,,DestinationCharacterName inflatable vibrating dildo slows down a tiny bit.,,
InflVibeDildo_VibeIncreaseTo0,,,DestinationCharacterName inflatable vibrating dildo starts teasing her lightly.,,
InflVibeDildo_VibeIncreaseTo1,,,DestinationCharacterName inflatable vibrating dildo builds up to a moderate pace.,,
InflVibeDildo_VibeIncreaseTo2,,,DestinationCharacterName inflatable vibrating dildo starts buzzing strongly!,,
InflVibeDildo_VibeIncreaseTo3,,,DestinationCharacterName inflatable vibrating dildo jumps up to maximum intensity!,,
InflVibeDildo_PumpdeflatesTo0,,,SourceCharacter deflates DestinationCharacter inflatable vibrating dildo till it's regular sized.,,
InflVibeDildo_PumpdeflatesTo1,,,SourceCharacter deflates DestinationCharacter inflatable vibrating dildo till only slighty bulging.,,
InflVibeDildo_PumpdeflatesTo2,,,SourceCharacter deflates DestinationCharacter inflatable vibrating dildo till it's moderately bulging.,,
InflVibeDildo_PumpdeflatesTo3,,,SourceCharacter deflates DestinationCharacter inflatable vibrating dildo only a tiny bit.,,
InflVibeDildo_PumppumpsTo1,,,SourceCharacter inflates DestinationCharacter inflatable vibrating dildo only slightly.,,
InflVibeDildo_PumppumpsTo2,,,SourceCharacter inflates DestinationCharacter inflatable vibrating dildo till it's moderately bulging.,,
InflVibeDildo_PumppumpsTo3,,,SourceCharacter inflates DestinationCharacter inflatable vibrating dildo till it's heavily bulging.,,
